OSEBuildingID,DataYear,BuildingType,PrimaryPropertyType,PropertyName,Address,City,State,ZipCode,TaxParcelIdentificationNumber,CouncilDistrictCode,Neighborhood,Latitude,Longitude,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseType,ThirdLargestPropertyUseTypeGFA,YearsENERGYSTARCertified,ENERGYSTARScore,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kWh),Electricity(kBtu),NaturalGas(therms),NaturalGas(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,DefaultData,ComplianceStatus,Outlier
730,2017,NonResidential,Other,(ID#730)Campus 4:KC Metro Transit Ryerson Base,1200 4TH AVE S,SEATTLE,WA,98134,7666204685,2,GREATER DUWAMISH,47.5908,-122.32828,1986,3,2,"56,130",0,"56,130","Other - Public Services, Parking",Other - Pub,"65,700",Parking,0,,,,,103.099998474121,101.099998474121,237.800003051758,235.699996948242,"6,774,107.5","6,644,574",,"1,193,002.625","4,070,524.9565","27,035.822265625","2,703,582.2265625",160.427452037312,2.85814095915397,Y,Not Compliant,
731,2017,NonResidential,Mixed Use Property,SALVATION ARMY (ID#731),1000 4TH AVE S,SEATTLE,WA,98134,7666204745,2,GREATER DUWAMISH,47.59439,-122.32839,1930,3,2,"108,753","18,860","89,893","Multifamily Housing, Non-Refrigerated Warehouse, Office, Parking, Retail Store, Worship Facility",Non-Refrige,"58,605",Multifamily Housing,"24,338",Retail Store,"18,864",,,29.8999996185303,29.8999996185303,93.8000030517578,93.8000030517578,"3,248,561.25","3,249,196.75",,"952,098.6875","3,248,560.72175",,,13.4396454513703,0.123579537588575,N,Compliant,
732,2017,NonResidential,Supermarket / Grocery Store,70100122-Greenwood,100 NW 85th Street,Seattle,WA,98117,9231900160,6,NORTHWEST,47.69197,-122.35877,1970,1,1,"314,958","196,825","118,133","Parking, Supermarket/Grocery Store",Supermarket,"168,735",Parking,0,,,,95,104.00,102.800003051758,262.600006103516,261.399993896484,"17,551,536","17,351,424",,"3,629,725.25","12,384,622.553","51,669.125","5,166,912.50",325.651239725977,1.03395131962349,N,Compliant,
735,2017,NonResidential,Warehouse,Seattle Marine & Fishing Supply Co.,2121 West Commodore Way,Seattle,WA,98199,2771100415,7,MAGNOLIA / QUEEN ANNE,47.6592,-122.38437,1974,0,3,"56,259",0,"56,259","Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrige,"31,582",Retail Store,"20,962",Office,"3,715",,,48.4000015258789,46.5999984741211,81.3000030517578,79.50,"2,721,099","2,623,640.5",,"240,999.703125","822,290.9870625","18,988.078125","1,898,807.8125",104.247589264578,1.85299399677524,Y,Not Compliant,
738,2017,NonResidential,Other,UW Benjamin Hall IRB,616 NE Northlake Place,Seattle,WA,98105,4207401365,4,NORTHEAST,47.65529,-122.32133,2006,1,6,"143,439",0,"143,439","Other, Parking",Other,"119,570",Parking,"23,869",,,,,221.699996948242,218.00,472.799987792969,468.50,"26,506,420","26,060,396",,"4,024,799.5","13,732,615.894","127,738.03125","12,773,803.125",735.229994398665,5.12573285088899,N,Compliant,
739,2017,NonResidential,Large Office,Lakeview 837 N 34th,837 N 34th Street,Seattle,WA,98103,1973200389,6,LAKE UNION,47.64912,-122.34823,2008,1,4,"202,623","88,855","113,768","Fitness Center/Health Club/Gym, Office, Parking",Office,"105,206",Parking,"31,992",Fitness Center/Health Club/Gym,"6,374","2,018,201,720,162,012",91,39.4000015258789,39.4000015258789,123.699996948242,123.699996948242,"4,395,726","4,395,726",,"1,288,313.5","4,395,725.662",,,18.1855903148842,0.0897508689284247,N,Compliant,
740,2017,NonResidential,Small- and Mid-Sized Office,The Canal View Building,551 N 34th St,Seattle,WA,98103,1972206514,6,LAKE UNION,47.64932,-122.35187,2000,1,2,"77,174","25,800","51,374",Office,Office,"77,174",,,,,,22,88.0999984741211,88.0999984741211,264.899993896484,264.899993896484,"6,796,054.5","6,796,054.5",,"1,866,630.125","6,368,941.9865","4,271.1201171875","427,112.01171875",49.0329176314993,0.635355399895033,N,Compliant,
741,2017,NonResidential,Large Office,1000 Dexter-RREEF  SeaDPD ID 741,1000 Dexter Avenue North,Seattle,WA,98109,2249500235,7,MAGNOLIA / QUEEN ANNE,47.62817,-122.34212,1998,1,5,"110,524",0,"110,524","Office, Other, Parking",Office,"81,139",Other,"8,634",Parking,0,"20,112,009",42,86.0999984741211,86.0999984741211,270.50,270.50,"7,733,155.5","7,733,155.5",,"2,266,458","7,733,154.696",,,31.9928935417442,0.289465577989796,N,Compliant,
742,2017,NonResidential,Mixed Use Property,1100 Eastlake,1100 Eastlake Ave,Seattle,WA,98109,2163901105,3,LAKE UNION,47.6289,-122.32877,2008,1,5,"287,224","103,650","183,574","Data Center, Office, Other, Parking",Parking,"97,500",Office,"88,051",Other,"54,106",,,144.199996948242,144.00,404.299987792969,404.100006103516,"21,677,532","21,657,274",,"5,333,128.5","18,196,634.442","34,808.97265625","3,480,897.265625",260.151889544052,0.905745653371765,N,Compliant,
743,2017,NonResidential,Laboratory,Dendreon Pharmaceuticals Inc. (Building Owner is Alexandria Real Estate),1208 Eastlake Avenue East,Seattle,WA,98102,2163901160,3,LAKE UNION,47.63079,-122.32693,1999,1,4,"115,748","18,382","97,366",Laboratory,Laboratory,"97,365",,,,,,,352.200012207031,351.899993896484,725.00,723.900024414063,"34,293,792","34,260,712",,"4,849,921","16,547,930.452","177,458.578125","17,745,857.8125","1,010.94307827972",8.73400039983169,N,Compliant,
744,2017,NonResidential,Large Office,West Tower,400 Second Avenue West,Seattle,WA,98119,1989200750,7,MAGNOLIA / QUEEN ANNE,47.62225,-122.35915,2000,1,7,"241,875","84,689","157,186","Office, Parking",Office,"162,694",Parking,"83,813",,,"20,182,009",91,50.9000015258789,50.5999984741211,156.699996948242,156.399993896484,"8,279,389.5","8,239,592.5",,"2,355,030","8,035,362.36","2,440.2646484375","244,026.46484375",46.2034047317472,0.191021828348309,N,Compliant,
745,2017,NonResidential,Large Office,190 Queen Anne,190 Queen Anne,Seattle,WA,98109,1989201385,7,MAGNOLIA / QUEEN ANNE,47.61949,-122.35639,1974,1,5,"102,930","18,720","84,210","Office, Parking",Office,"85,630",Parking,"18,609",,,"20,182,017",92,58.0999984741211,55.50,162.899993896484,156.800003051758,"4,976,592","4,754,019",,"1,223,535.5","4,174,703.126","8,018.88671875","801,888.671875",59.8595036510769,0.581555461489137,N,Compliant,
748,2017,NonResidential,Small- and Mid-Sized Office,Pier 70,2801 Alaskan Way,Seattle,WA,98121,7666202292,7,DOWNTOWN,47.61472,-122.35566,1902,1,3,"76,893",0,"76,893","Office, Parking, Retail Store",Office,"90,345",Parking,"33,380",Retail Store,"15,845",,,117.599998474121,115.300003051758,294.799987792969,288.799987792969,"12,485,277","12,242,343",,"2,551,464.5","8,705,596.874","37,796.796875","3,779,679.6875",236.754779730009,3.07901603175854,N,Compliant,
749,2017,NonResidential,Large Office,Fourth and Vine,2601 Fourth Avenue,Seattle,WA,98121,0656000410,7,DOWNTOWN,47.61732,-122.34791,1975,1,8,"150,000","23,630","126,370","Office, Parking",Office,"126,648",Parking,"23,913",,,"2,009",67,75.1999969482422,74.1999969482422,211.50,210.50,"9,522,477","9,397,464",,"2,354,070.75","8,032,089.399","14,903.8671875","1,490,386.71875",112.384057224679,0.749227048164525,N,Compliant,
750,2017,NonResidential,Large Office,Children's Hospital Research Building #2,1915 Terry Ave,Seattle,WA,98101,0660001255,7,DOWNTOWN,47.61628,-122.33391,1953,1,7,"274,362",0,"274,362",Office,Office,"274,362",,,,,"201,820,172,016",82,61.2999992370605,61.2999992370605,186.199996948242,186.199996948242,"16,813,130","16,806,764",,"4,687,487.5","15,993,707.35","8,194.2099609375","819,420.99609375",109.687138318821,0.39978983357324,N,Compliant,
751,2017,NonResidential,Large Office,Blanchard Plaza (CoS Energy Reporting),2201 Sixth Avenue,Seattle,WA,98121,0697000235,7,DOWNTOWN,47.61599,-122.34165,1983,1,15,"378,002","116,280","261,722","Office, Parking",Office,"270,237",Parking,"71,602",,,,89,63.7000007629395,62.4000015258789,175.600006103516,172.899993896484,"17,227,228","16,867,216",,"4,118,638.5","14,052,794.562","31,744.3125","3,174,431.25",226.731967737903,0.599816846836533,N,Compliant,
752,2017,NonResidential,Large Office,ACTIVE VOICE,2033 6th Ave,Seattle,WA,98121,0659000930,7,DOWNTOWN,47.61481,-122.33969,1963,1,11,"169,020",0,"169,020","Bar/Nightclub, Office, Personal Services (Health/Beauty, Dry Cleaning, etc)",Office,"156,414",Bar/Nightclub,"10,337","Personal Services (Health/Beauty, Dry Cleaning, etc)","8,208",,92,56.00,55.7999992370605,131.00,130.699996948242,"9,802,898","9,755,566","2,575,284.5","1,716,522.75","5,856,775.623","13,708.3701171875","1,370,837.01171875",233.940193463409,1.38409770123896,N,Compliant,
753,2017,NonResidential,Other,WestinBuilding,2001 6th Ave,Seattle,WA,98121,0659000950,7,DOWNTOWN,47.61438,-122.33871,1981,1,33,"429,405",0,"429,405","Data Center, Office",Data Center,"218,997",Office,"210,409",,,,,637.700012207031,637.599975585938,"2,001.80004882813","2,001.69995117188","273,820,064","273,808,512",,"80,220,808","273,713,396.896","1,066.27978515625","106,627.978515625","1,138.04480334066",2.65028307388283,N,Compliant,
754,2017,NonResidential,Large Office,8th & Olive,720 Olive Way,Seattle,WA,98101,0659000305,7,DOWNTOWN,47.61418,-122.33485,1981,1,19,"383,515","89,778","293,737","Office, Parking",Office,"328,337.8125",Parking,"91,000",Medical Office,"5,027","2,018,201,720,162,015,201,320,122,011,201,020,092,008",91,41.50,41.2999992370605,130.199996948242,129.699996948242,"13,738,454","13,686,910",,"4,026,510","13,738,452.12",,,56.8374555252152,0.148201388538167,N,Compliant,
755,2017,NonResidential,Medical Office,Medical Dental Building,509 Olive Way,Seattle,WA,98101,0659000085,7,DOWNTOWN,47.6129,-122.33684,1925,1,18,"363,934","28,870","335,064","Medical Office, Parking, Retail Store",Medical Off,"281,598",Parking,"27,597",Retail Store,"21,519",,73,70.6999969482422,69.5999984741211,179.199996948242,177.800003051758,"21,418,702","21,111,580","6,672,375","4,318,226","14,733,787.112",125.389999389648,"12,538.9999389648",416.331930955318,1.1439764653902,N,Compliant,
756,2017,NonResidential,Retail Store,601 Pine St,601 Pine St,Seattle,WA,98101,1976700005,7,DOWNTOWN,47.61203,-122.33486,1929,1,4,"78,920",0,"78,920",Retail Store,Retail Stor,"78,920",,,,,,89,87.5999984741211,87.5999984741211,248.100006103516,248.100006103516,"6,911,032.5","6,911,358",,"1,728,039","5,896,069.068","10,149.6298828125","1,014,962.98828125",78.2973568226084,0.992110451376184,N,Compliant,
757,2017,NonResidential,Mixed Use Property,Market Place I & II-2003 Western Avenue,2003 Western Avenue,Seattle,WA,98121,1977200280,7,DOWNTOWN,47.61051,-122.34439,1979,1,7,"131,143","87,160","43,983","Office, Parking, Restaurant",Office,"120,065.8984375",Parking,"120,000",Restaurant,"12,860","2,018",80,81.1999969482422,,189.399993896484,,"10,794,688",,,"1,940,971.5","6,622,594.758","41,720.9296875","4,172,092.96875",248.978245083807,1.89852485518714,N,Compliant,
758,2017,NonResidential,Other,Pacific Place,600 Pine Street,Seattle,WA,98101,6600470000,7,DOWNTOWN,47.61289,-122.33531,1999,1,0,"947,987","440,185","507,802","Office, Other - Entertainment/Public Assembly, Other - Mall, Restaurant",Other - Mal,"561,684",Other - Entertainment/Public Assembly,"100,000",Restaurant,"80,000",,,67.4000015258789,67.4000015258789,211.800003051758,211.800003051758,"50,357,440","50,357,440",,"14,758,920","50,357,435.04",,,208.334130326315,0.21976475450224,N,Compliant,
759,2017,NonResidential,Mixed Use Property,Oddfellows,915 E Pine St,Seattle,WA,98122,6003500460,3,EAST,47.61505,-122.32,1908,1,4,"55,520",0,"55,520","Office, Performing Arts, Restaurant, Retail Store, Self-Storage Facility",Office,"17,120",Performing Arts,"15,300",Self-Storage Facility,"13,400",,,71.00,71.0999984741211,109.300003051758,109.300003051758,"3,944,363.25","3,946,072.25",,"270,162.40625","921,794.130125","30,225.69140625","3,022,569.140625",164.342208616821,2.96005418978425,Y,Not Compliant,
760,2017,NonResidential,Large Office,TwoPine,1601 Second Avenue,Seattle,WA,98101,1977200040,7,DOWNTOWN,47.61036,-122.34037,1908,1,10,"132,998",0,"132,998","Office, Retail Store",Office,"120,437",Retail Store,0,,,,,30.2000007629395,29.8999996185303,56.50,56.0999984741211,"3,642,356.5","3,597,249.25","2,391,358.25","366,646.59375","1,250,998.177875",,,132.302722871742,0.994772273806689,N,Compliant,
761,2017,NonResidential,Retail Store,Ross Dress for Less,301 Pike Street,Seattle,WA,98101,1975700300,7,DOWNTOWN,47.60956,-122.33715,1940,1,3,"83,118",0,"83,118",Retail Store,Retail Stor,"45,000",,,,,,,56.5999984741211,55.0999984741211,158.199996948242,156.600006103516,"2,544,799.25","2,478,108.5",,"623,468.875","2,127,275.8015","4,175.22998046875","417,522.998046875",30.9754154431523,0.372667959324722,Y,Not Compliant,
762,2017,NonResidential,Retail Store,Kress Building,1419 Third Avenue,Seattle,WA,98101,1975700485,7,DOWNTOWN,47.60925,-122.33734,1924,1,3,"77,555",0,"77,555",Retail Store,Retail Stor,"73,563",,,,,,48,98.4000015258789,98.4000015258789,308.899993896484,308.899993896484,"7,236,532","7,236,532",,"2,120,838","7,236,299.256",2.32000017166138,232.000017166138,29.9496706150867,0.386173304301291,N,Compliant,
763,2017,NonResidential,Small- and Mid-Sized Office,Market Square,1415 Western Avenue,Seattle,WA,98121,7666202405,7,DOWNTOWN,47.60765,-122.34097,1909,1,6,"51,218",0,"51,218","Office, Restaurant",Office,"44,913",Restaurant,"7,044",,,,60,55.2999992370605,55.2999992370605,173.50,173.50,"2,875,217","2,875,218",,"840,726.375","2,868,558.3915",66.5800018310547,"6,658.00018310547",12.2211412891632,0.238610279377625,N,Compliant,
764,2017,NonResidential,Large Office,Financial Center - COS,1215 4th Avenue,Seattle,WA,98101,0002400002,7,DOWNTOWN,47.60765,-122.3348,1970,1,29,"453,106","65,451","387,655","Office, Other - Restaurant/Bar, Other - Technology/Science, Parking",Office,"371,450",Parking,"65,451",Other - Technology/Science,"9,295",,3,187.699996948242,187.699996948242,556.200012207031,556.200012207031,"72,754,048","72,754,048",,"19,524,424","66,617,334.688","61,366.9921875","6,136,699.21875",601.523181245944,1.32755510023249,N,Compliant,
765,2017,NonResidential,Large Office,Seattle Tower,1218 3rd Avenue,Seattle,WA,98101,1975200005,7,DOWNTOWN,47.60769,-122.33544,1929,1,27,"216,571","13,320","203,251","Office, Other - Technology/Science, Parking, Restaurant",Office,"181,471",Parking,"9,370",Restaurant,"6,293","2,014,201,320,122,008",80,76.8000030517578,76.4000015258789,168.50,168.100006103516,"14,708,842","14,633,225","7,049,828.5","2,207,128.5","7,530,722.442","1,282.90002441406","128,290.002441406",412.745451765944,1.90582050120258,N,Compliant,
766,2017,NonResidential,Large Office,1200 3rd Ave,1200 3rd Ave,Seattle,WA,98104,1975200015,7,DOWNTOWN,47.60741,-122.33565,1921,1,13,"189,175",0,"189,175","Office, Other",Office,"151,740",Other,"12,645",,,,14,117.300003051758,117.300003051758,368.299987792969,368.299987792969,"19,280,292","19,280,292",,"5,650,730","19,280,290.76",,,79.764638622529,0.42164471321543,N,Compliant,
767,2017,NonResidential,Large Office,1015 3rd Ave,1015 3rd Ave,Seattle,WA,98104,0939000485,7,DOWNTOWN,47.60582,-122.33464,1998,1,13,"293,576","74,481","219,095","Office, Parking",Office,"145,491",Parking,"70,603",,,,29,114.50,113.50,359.600006103516,356.299987792969,"16,664,132","16,511,106",,"4,883,977","16,664,129.524",,,68.9412979288948,0.234832881192246,N,Compliant,
768,2017,NonResidential,Large Office,1201 Western Avenue,1201 Western Avenue,Seattle,WA,98101,7666202480,7,DOWNTOWN,47.60576,-122.33922,1910,1,7,"122,356",0,"122,356","Data Center, Office, Retail Store",Office,"95,942",Retail Store,"15,523",Data Center,182,,,40.9000015258789,40.7999992370605,123.50,123.400001525879,"4,561,015","4,552,808.5",,"1,261,729.875","4,305,022.3335","2,559.919921875","255,991.9921875",31.4060755846855,0.256677854659236,N,Compliant,
769,2017,NonResidential,Small- and Mid-Sized Office,United Way of King County,720 2nd Ave,Seattle,WA,98104,0939000240,7,DOWNTOWN,47.60366,-122.33328,1921,1,3,"52,298",0,"52,298",Office,Office,"52,250",,,,,,82,41.7999992370605,40.7999992370605,131.199996948242,128.199996948242,"2,183,367.5","2,132,868",,"639,908.3125","2,183,367.16225",,,9.03282501519536,0.172718364281528,N,Compliant,
771,2017,NonResidential,Large Office,Hoge Building,705 2nd Avenue,Seattle,WA,98101,0939000230,7,DOWNTOWN,47.60304,-122.33362,1911,1,17,"116,640",0,"116,640","Financial Office, Food Service, Office, Other",Office,"82,053",Financial Office,"6,561",Food Service,"6,333",,75,72.3000030517578,71.1999969482422,191.399993896484,188.699996948242,"6,942,278","6,836,290.5","1,758,777.375","1,519,196.875","5,183,499.7375",,,114.943217016992,0.985452820790394,N,Compliant,
772,2017,NonResidential,Large Office,800 Fifth Avenue,800 5th Ave,Seattle,WA,98104,0942000470,3,DOWNTOWN,47.60573,-122.33028,1981,1,42,"1,249,055","201,121","1,047,934","Data Center, Medical Office, Office, Parking, Restaurant",Office,"987,544",Parking,"296,815",Medical Office,"12,941","20,182,017,201,620,152,014,201,320,122,011,201,020,092,008,200,720,062,005,200,320,022,000",95,38.7999992370605,38.2999992370605,121.800003051758,120.099998474121,"38,797,096","38,275,748",,"11,370,777","38,797,091.124",,,160.507742939826,0.128503342879078,N,Compliant,
773,2017,NonResidential,Small- and Mid-Sized Office,Seattle Building / Old Chamber of Commerce,215 Columbia St,Seattle,WA,98104,0939000245,7,DOWNTOWN,47.6038,-122.33293,1924,1,4,"63,150",0,"63,150",Office,,,,,,,,,,,,,,,,,,,,0.00,0.000,N,Not Compliant,
774,2017,NonResidential,Large Office,Pacific Building,720 3RD AVE,Seattle,WA,98104,0942000590,7,DOWNTOWN,47.60411,-122.33225,1970,1,22,"227,556","98,556","129,000","Office, Parking",Office,"227,556",Parking,"72,561",,,,95,38.00,37.4000015258789,119.199996948242,117.50,"8,639,106","8,514,272",,"2,531,976.75","8,639,104.671",,,35.7409061244115,0.157064222100984,N,Compliant,
775,2017,NonResidential,Large Office,Columbia Center - 2015,701 5th Avenue,Seattle,WA,98104,0942000640,7,DOWNTOWN,47.60454,-122.33072,1985,1,76,"1,952,220","319,400","1,632,820","Office, Parking",Office,"1,680,937",Parking,"319,368",,,"20,182,017,201,620,152,012,200,920,072,006",87,54.9000015258789,54.0999984741211,167.300003051758,164.699996948242,"92,290,896","90,858,376",,"25,856,420","88,222,105.04","40,687.79296875","4,068,779.296875",581.077215147164,0.297649453005893,N,Compliant,
776,2017,NonResidential,Medical Office,First Hill Medical Building,515 Minor Avenue,Seattle,WA,98104,8590900765,3,EAST,47.60663,-122.32157,1988,1,5,"188,339","99,314","89,025","Medical Office, Parking",Medical Off,"81,873",Parking,"67,000",,,,18,106.400001525879,106.300003051758,314.399993896484,314.299987792969,"8,707,656","8,703,165",,"2,327,469.5","7,941,325.934","7,663.2900390625","766,329.00390625",73.5538537628754,0.390539685157484,N,Compliant,
777,2017,NonResidential,University,Hospital Central Services Laundry,800 13th Ave,Seattle,WA,98122,2254500945,3,CENTRAL,47.6094,-122.31506,1916,1,2,"60,122",0,"60,122","College/University, Parking",College/Uni,"60,122",Parking,0,,,,,14.6999998092651,14.6999998092651,40.9000015258789,40.9000015258789,"882,882.625","883,473.8125",,"214,458.5","731,732.402","1,511.50","151,150.00",11.0548322266105,0.183873328009888,N,Compliant,
778,2017,NonResidential,Small- and Mid-Sized Office,1st && King Street,500 1st Avenue S.,Seattle,WA,98104,7666206830,2,DOWNTOWN,47.5981,-122.33369,1910,1,6,"95,000","13,700","81,300","Office, Parking",Office,"84,481",Parking,"8,474",,,,84,49.50,49.00,152.399993896484,150.699996948242,"4,185,508.25","4,140,196.75",,"1,189,450.125","4,058,403.8265","1,271.03991699219","127,103.991699219",23.5405465639322,0.24779522698876,N,Compliant,
779,2017,NonResidential,Large Office,Administration Building,500 5TH AVE,SEATTLE,WA,98104,0942000920,7,DOWNTOWN,47.6029,-122.32927,1971,1,9,"224,857",0,"224,857",Office,Office,"204,993",,,,,,81,65.9000015258789,64.9000015258789,172.899993896484,171.50,"13,512,825","13,306,036","3,605,581.5","2,903,646.5","9,907,241.858",,,232.663965164065,1.03471968924278,N,Compliant,
780,2017,NonResidential,Large Office,King Street Center,201 South Jackson A-15,Seattle,WA,98104,5247800795,2,DOWNTOWN,47.59878,-122.33088,1998,1,8,"446,261","124,788","321,473","Office, Parking",Office,"343,400",Parking,"114,237",,,"2,014,201,020,082,001",97,37.0999984741211,37.0999984741211,116.599998474121,116.599998474121,"12,756,465","12,756,465",,"3,738,705.5","12,756,463.166",,,52.774861499941,0.118260079863445,N,Compliant,
782,2017,NonResidential,Other,DOT 17G_01 1051 BUILDING,1051 1ST AVE SO,SEATTLE,WA,98104,7666206955,2,GREATER DUWAMISH,47.59273,-122.33455,1939,1,2,"58,492",0,"58,492",Other,Other,"58,500",,,,,,,32.0999984741211,30.2999992370605,63.2000007629395,61.4000015258789,"1,877,162.25","1,773,937.625",,"242,425.296875","827,155.1129375","10,500.0703125","1,050,007.03125",59.1879031848154,1.01189740793297,N,Compliant,
783,2017,NonResidential,Small- and Mid-Sized Office,Taylor Edwards Building,1518 1st Avenue South,Seattle,WA,98134,7666206440,2,GREATER DUWAMISH,47.58958,-122.33369,1907,1,6,"62,370",0,"62,370","Office, Restaurant",Office,"49,473",Restaurant,"10,408",,,,35,70.8000030517578,70.8000030517578,222.399993896484,222.399993896484,"4,241,088","4,241,088",,"1,242,991.625","4,241,087.4245",,,17.5458352777349,0.28131850693819,N,Compliant,
784,2017,NonResidential,Warehouse,SEWA,1919 Sixth Ave South,Seattle,WA,98134,7666204495,2,GREATER DUWAMISH,47.58454,-122.3269,1960,1,1,"73,296",0,"73,296","Non-Refrigerated Warehouse, Parking",Non-Refrige,"77,800",Parking,0,,,"2,014",83,35.2000007629395,33.2000007629395,66.9000015258789,64.4000015258789,"2,739,859.75","2,580,923.75",,"326,483","1,113,959.996","16,258.9990234375","1,625,899.90234375",90.9601162477283,1.24099700185178,N,Compliant,
785,2017,Nonresidential COS,Small- and Mid-Sized Office,Airport Way Ctr - Bldg A,2203 Airport Way S,Seattle,WA,98134,7666203240,2,GREATER DUWAMISH,47.5829,-122.32417,1944,1,4,"99,122",0,"99,122","Laboratory, Office",Office,"67,536",Laboratory,"32,859",,,,,146.600006103516,145.00,407.600006103516,405.899993896484,"14,722,732","14,559,004",,"3,570,354","12,182,047.848","25,406.830078125","2,540,683.0078125",185.334118031781,1.86975765250682,N,Compliant,
787,2017,NonResidential,Warehouse,Seattle Lighting Distribution Center,26 South Hanford Street,Seattle,WA,98134,7666207627,2,GREATER DUWAMISH,47.57613,-122.33864,1952,1,2,"115,668",0,"115,668","Data Center, Non-Refrigerated Warehouse, Office, Retail Store",Non-Refrige,"101,752",Office,"8,068",Retail Store,"4,270",,,24.1000003814697,23.8999996185303,49.4000015258789,49.2000007629395,"2,765,729.5","2,738,948",,"387,515.09375","1,322,201.499875","14,435.2802734375","1,443,528.02734375",82.1358634876384,0.710100144271868,Y,Not Compliant,
791,2017,NonResidential,Other,United Parcel Service,4455 7th Avenue South,Seattle,WA,98108,7376600390,2,GREATER DUWAMISH,47.56301,-122.32564,1970,1,1,"141,686",0,"141,686",Other,Other,"152,511",,,,,,,42.2000007629395,42.2000007629395,132.399993896484,132.399993896484,"6,430,727","6,431,689",,"1,884,738.125","6,430,726.4825",,,26.6046078008909,0.187771606234144,N,Compliant,
792,2017,NonResidential,Small- and Mid-Sized Office,McKinstry SEA - 5005 3rd Ave S Office,5005 3rd Avenue S.,Seattle,WA,98134,3573700320,2,GREATER DUWAMISH,47.55695,-122.33176,1950,1,1,"93,610",0,"93,610","Data Center, Office",Office,"101,278",Data Center,502,,,"2,018,201,720,162,007",96,65.1999969482422,63.50,144.899993896484,142.199996948242,"6,634,006.5","6,461,166",,"1,090,730.125","3,721,571.1865","29,124.349609375","2,912,434.9609375",170.075961444531,1.81685676150551,N,Compliant,
793,2017,NonResidential,Large Office,Seattle Design Center (Atrium Building),5701 6th Ave. S,Seattle,WA,98108,2738100010,2,GREATER DUWAMISH,47.55238,-122.32762,1973,1,2,"156,188",0,"156,188","Office, Parking",Office,"141,917",Parking,0,,,,62,53.50,52.00,162.300003051758,157.600006103516,"7,592,942","7,380,661",,"2,111,278","7,203,680.536","3,892.60961914063","389,260.961914063",50.4760516250048,0.323174966226629,N,Compliant,
794,2017,NonResidential,Warehouse,NWCP-SEA Bldg C,703 S Fidalgo St,Seattle,WA,98108,2738100480,2,GREATER DUWAMISH,47.54923,-122.32446,1966,1,1,"115,620",0,"115,620",Non-Refrigerated Warehouse,Non-Refrige,"56,900",,,,,,12,34.4000015258789,34.4000015258789,107.900001525879,107.900001525879,"1,955,681.75","1,955,681.75",,"573,177.5","1,955,681.63",,,8.0908654552712,0.0699780786652067,N,Compliant,
796,2017,NonResidential,Large Office,6100 Building,6100 4th Ave S,Seattle,WA,98108,5367200610,2,GREATER DUWAMISH,47.54699,-122.32882,1975,1,5,"238,148",0,"238,148","Office, Parking",Office,"245,240",Parking,"5,616",,,,94,43.50,43.50,136.600006103516,136.600006103516,"10,672,019","10,672,019",,"3,127,789.5","10,672,017.774",,,44.1512864983535,0.185394319911792,N,Compliant,
797,2017,NonResidential,Distribution Center,Westcore River Street,303 S River Street,Seattle,WA,98108,5367204100,2,GREATER DUWAMISH,47.54326,-122.33134,1969,1,1,"71,718",0,"71,718",Distribution Center,Distributio,"71,718",,,,,,100,2.90000009536743,2.90000009536743,9.10000038146973,9.10000038146973,"207,462.703125","207,462.703125",,"60,803.80078125","207,462.568265625",,,0.858294980682612,0.0119676368649797,N,Compliant,
798,2017,NonResidential,Warehouse,OPS,7440 W. Marginal Way S.,Seattle,WA,98108,2924049101,1,GREATER DUWAMISH,47.53628,-122.3329,1969,1,1,"55,450",0,"55,450","Non-Refrigerated Warehouse, Office",Non-Refrige,"34,206",Office,"21,244",,,,32,86.4000015258789,83.8000030517578,166.800003051758,164.00,"4,790,158.5","4,646,477.5",,"591,317.5","2,017,575.31","27,725.830078125","2,772,583.0078125",155.59880981793,2.80611018607629,N,Compliant,
799,2017,NonResidential,Distribution Center,Cloverdale Business Park Building D,309 South Cloverdale Street,Seattle,WA,98108,3224049012,1,GREATER DUWAMISH,47.52549,-122.33064,1979,33,1,"54,880",0,"54,880",Distribution Center,Distributio,"55,000",,,,,,27,58.50,57.00,110.900001525879,109.300003051758,"3,214,755.5","3,133,583.5",,"381,805.40625","1,302,720.046125","19,120.349609375","1,912,034.9609375",106.937669859233,1.94857270151663,N,Compliant,
800,2017,NonResidential,Retail Store,WEST SEATTLE (0637),2800 SW BARTON ST,SEATTLE,WA,98126,3624039166,1,DELRIDGE,47.52222,-122.36892,1992,1,1,"102,500",0,"102,500","Parking, Retail Store",Retail Stor,"99,471",Parking,0,,,"2,011",83,73.00,72.0999984741211,182.399993896484,181.399993896484,"7,263,592","7,175,736",,"1,474,645.75","5,031,491.299","22,321.00","2,232,100.00",139.362652202747,1.35963563124631,N,Compliant,
