BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
25,2016,NonResidential,Seattle,WA,98104,1916,104352,Hotel,97.30000305,97.30000305,225.5,225.5,10154608.0,10154608.0,3430862.0,5908370,815376
26,2016,NonResidential,Seattle,WA,98104,1916,540360,Courthouse,83.69999695,87.5,182.6999969,186.6999969,44984468.0,47023088.0,0.0,24357833,20626631
27,2016,NonResidential,Seattle,WA,98104,1985,385274,Other,124.1999969,128.6000061,229.5,232.89999390000003,47859812.0,49539212.0,0.0,18257661,29602150
28,2016,Specialty,Seattle,WA,98118,1961,56228,K-12 School,26.10000038,29.10000038,60.70000076,64.59999847,1539478.5,1713623.5,0.0,936955,602523
29,2016,NonResidential,Seattle,WA,98105,2001,88592,Hotel,63.20000076,63.29999924,148.0,148.5,3663534.5,3673186.75,0.0,2266231,1397303
30,2016,NonResidential,Seattle,WA,98121,1928,126593,College/University,90.69999695,97.5,173.0,180.0,11343686.0,12183313.0,0.0,4647474,6696211
31,2016,NonResidential,Seattle,WA,98101,1930,67224,Automobile Dealership,19.5,19.5,61.20000076,61.20000076,1310236.625,1310236.625,0.0,1310236,0
32,2016,NonResidential,Seattle,WA,98101,1991,158676,Hotel,45.5,46.29999924,58.0,58.79999924,5328051.5,5424942.0,0.0,572307,4755745
33,2016,NonResidential,Seattle,WA,98101,2001,171866,Hotel,85.80000305,86.69999695,181.1000061,180.6000061,11061916.0,11171407.0,0.0,5610706,5451210
34,2016,Specialty,Seattle,WA,98112,1955,126351,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
35,2016,NonResidential,Seattle,WA,98121,1978,68410,Hotel,92.90000153,95.0,199.6999969,206.3000031,4456714.5,4557974.0,0.0,2346349,2110365
36,2016,Specialty,Seattle,WA,98125,1949,160645,K-12 School,41.29999924,47.5,68.09999847,75.69999695,6779173.0,7800349.5,0.0,1947601,4831572
37,2016,Specialty,Seattle,WA,98109,1989,51582,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496816,0
38,2016,NonResidential,Seattle,WA,98070,1906,87262,Office,61.5,69.80000305,106.5,115.90000149999999,4145920.5,4703690.0,0.0,1352843,2793077
40,2016,NonResidential,Seattle,WA,98105,1994,81871,Hotel,81.5,82.19999695,162.5,164.8999939,6668568.5,6731281.5,0.0,3016399,3652169
41,2016,NonResidential,Seattle,WA,98105,1955,110356,Self-Storage Facility,12.10000038,12.39999962,35.20000076,35.5,318364.8125,326223.0938,0.0,281265,37100
43,2016,Specialty,Seattle,WA,98108,1992,494835,Office,221.6999969,233.1000061,388.2000122,400.2999878,448385312.0,471613856.0,0.0,150476283,297909000
46,2016,NonResidential,Seattle,WA,98118,1961,714095,Non-Refrigerated Warehouse,46.40000153,45.79999924,145.8999939,143.8000031,44731160.0,44110016.0,0.0,44731153,0
50,2016,Specialty,Seattle,WA,98199,1990,54986,K-12 School,30.0,32.79999924,77.80000305,83.19999695,1650279.25,1802471.375,0.0,1217589,432690
51,2016,Specialty,Seattle,WA,98115,1950,175565,K-12 School,35.0,40.09999847,55.0,60.40000153,6399127.5,7329817.5,0.0,1599684,4799443
52,2016,NonResidential,Seattle,WA,98107,1961,94900,Office,65.19999695,68.90000153,163.0,165.8999939,6186461.5,6536359.5,0.0,4291585,1894876
53,2016,NonResidential,Seattle,WA,98144,1900,52554,Office,50.09999847,53.5,108.6999969,112.3000031,2951331.25,3150635.5,0.0,1579749,1371582
54,2016,NonResidential,Seattle,WA,98103,1954,175015,K-12 School,40.0,45.09999847,74.0,80.40000153,6994740.5,7886505.5,0.0,2679739,4315001
55,2016,NonResidential,Seattle,WA,98121,1911,70586,Self-Storage Facility,30.60000038,33.09999847,76.59999847,79.19999695,2158629.0,2331573.25,0.0,1500229,658400
56,2016,NonResidential,Seattle,WA,98101,1969,332210,Hotel,46.40000153,46.40000153,121.8000031,121.8000031,16163194.0,16163194.0,0.0,12204406,3958787
57,2016,NonResidential,Seattle,WA,98101,1973,168115,Office,56.29999924,56.29999924,176.6000061,176.6000061,9536161.0,9536161.0,0.0,9536160,0
58,2016,NonResidential,Seattle,WA,98101,1920,57428,Other - Mall,21.70000076,21.60000038,48.79999924,48.40000153,1247362.0,1239429.75,0.0,714939,532423
59,2016,NonResidential,Seattle,WA,98101,1910,59400,Office,85.40000153,88.30000305,398.7000122,412.2000122,5071974.0,5242479.5,0.0,5071973,0
60,2016,NonResidential,Seattle,WA,98101,1926,52549,Other - Entertainment/Public Assembly,286.3999939,299.0,485.29998780000005,495.5,15026196.0,15683742.0,0.0,4632459,10393737
62,2016,NonResidential,Seattle,WA,98101,1930,98634,Hotel,54.59999847,57.29999924,158.6000061,167.0,4841347.5,5078816.0,0.0,4290059,551288
63,2016,NonResidential,Seattle,WA,98101,1982,994212,Hotel,80.90000153,82.80000305,182.5,184.5,80469216.0,82318072.0,11598686.0,45545529,23324992
65,2016,NonResidential,Seattle,WA,98101,1985,71150,Hotel,93.09999847,93.09999847,215.89999390000003,215.89999390000003,5348309.0,5348309.0,0.0,3243900,2104408
66,2016,NonResidential,Seattle,WA,98101,1908,122810,Hotel,44.0,49.59999847,68.19999695,74.09999847,5401277.5,6088417.5,0.0,1293561,4107716
67,2016,NonResidential,Seattle,WA,98109,1959,113173,Hotel,74.80000305,76.90000153,165.6999969,172.1000061,5284343.5,5428403.5,0.0,2944680,2339663
68,2016,NonResidential,Seattle,WA,98109,2000,150453,Hotel,60.70000076,61.79999924,128.0,129.8000031,6715187.0,6835263.5,0.0,3396109,3319078
69,2016,NonResidential,Seattle,WA,98109,1997,116300,Hotel,65.90000153,67.09999847,144.5,147.1000061,5827595.5,5941927.0,0.0,3188457,2639138
70,2016,NonResidential,Seattle,WA,98119,1998,155602,Hotel,43.90000153,44.0,107.40000149999999,107.59999850000001,6836900.0,6849826.5,0.0,4558937,2277962
73,2016,NonResidential,Seattle,WA,98136,1911,56072,K-12 School,57.70000076,67.80000305,81.09999847,92.69999695,3234787.75,3800842.5,0.0,551867,2682920
77,2016,NonResidential,Seattle,WA,98109,1999,122942,Hotel,68.40000153,69.0,136.6999969,138.6999969,5337334.0,5387530.0,0.0,2423730,2913604
82,2016,NonResidential,Seattle,WA,98122,1962,54984,Office,61.40000153,66.0,139.6000061,144.5,3375211.0,3630147.25,0.0,1978230,1396981
84,2016,NonResidential,Seattle,WA,98126,1922,217603,Senior Care Community,144.3999939,153.6999969,235.0,244.8000031,42792072.0,45547252.0,0.0,11824772,30967300
85,2016,NonResidential,Seattle,WA,98133,1970,93397,Senior Care Community,175.6000061,181.6000061,311.5,320.0,16402563.0,16959754.0,0.0,5679498,10723064
86,2016,NonResidential,Seattle,WA,98109,2008,84103,Hotel,58.5,59.79999924,154.1999969,156.6999969,3706100.25,3787499.0,0.0,2812688,893412
87,2016,Specialty,Seattle,WA,98146,1948,53352,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600813,0
89,2016,NonResidential,Seattle,WA,98122,1965,179014,Medical Office,93.30000305,92.30000305,213.39999390000003,210.3000031,16701055.0,16527711.0,0.0,9886484,6814570
95,2016,NonResidential,Seattle,WA,98104,1908,76631,Hotel,94.69999695,94.59999847,172.0,171.6999969,7258758.5,7250730.5,0.0,2660742,4598016
96,2016,NonResidential,Seattle,WA,98104,1983,99780,Medical Office,204.5,207.3000031,505.79998780000005,504.29998780000005,15473117.0,15684371.0,5327802.5,10145313,0
98,2016,NonResidential,Seattle,WA,98109,1929,58320,Retail Store,14.60000038,17.20000076,25.79999924,28.79999924,1049748.625,1243027.75,0.0,361803,687945
100,2016,NonResidential,Seattle,WA,98109,2010,316306,Office,48.0,48.40000153,144.0,144.3999939,13795954.0,13909270.0,0.0,12871091,924861
102,2016,NonResidential,Seattle,WA,98109,1990,282863,Hotel,82.5,85.59999847,184.0,189.1999969,19459304.0,20194606.0,0.0,10980652,8478651
103,2016,Specialty,Seattle,WA,98109,1962,389000,Other,64.30000305,64.5,151.6000061,152.1000061,23658978.0,23736924.0,6093150.0,14419146,688680
104,2016,Specialty,Seattle,WA,98109,1962,91213,Other,125.1999969,125.9000015,261.7000122,265.3999939,8141155.5,8181881.0,4120130.0,3754115,0
106,2016,Specialty,Seattle,WA,98109,1938,396085,Other,75.19999695,76.30000305,138.1000061,140.0,20955026.0,21257836.0,9763690.0,7252325,0
107,2016,NonResidential,Seattle,WA,98109,2010,571329,Office,63.40000153,64.19999695,174.1999969,176.3999939,39605888.0,40153432.0,0.0,32206199,7399685
110,2016,Specialty,Seattle,WA,98109,1962,52000,Other,52.40000153,51.59999847,110.40000149999999,109.5,2726369.0,2682242.75,1202380.0,1293349,0
111,2016,Specialty,Seattle,WA,98109,1928,60696,Other,8.100000381000001,8.100000381000001,25.5,25.5,875943.3125,875943.3125,0.0,875943,0
112,2016,Specialty,Seattle,WA,98109,1928,262048,Other,70.0,70.30000305,171.1999969,175.1999969,20723248.0,20823520.0,5137220.0,13512686,0
113,2016,NonResidential,Seattle,WA,98109,1986,66240,Office,74.90000153,75.40000153,235.1999969,236.60000609999997,4166306.25,4192107.75,0.0,4166305,0
114,2016,NonResidential,Seattle,WA,98109,2010,920598,Office,49.79999924,51.79999924,130.8000031,131.6000061,36667044.0,38105108.0,0.0,27597261,9069780
115,2016,NonResidential,Seattle,WA,98033,1970,76213,Office,68.19999695,71.59999847,192.3999939,196.0,3476212.5,3647345.75,0.0,2944692,531520
116,2016,NonResidential,Seattle,WA,98109,2002,96910,Hotel,86.0,87.90000153,182.1999969,188.3999939,5155568.5,5274523.0,0.0,2637011,2518558
117,2016,NonResidential,Seattle,WA,98105,1962,50017,Hotel,108.9000015,110.5,203.3000031,205.8000031,5448975.0,5528580.5,0.0,2128306,3320669
118,2016,Specialty,Seattle,WA,98106,1999,74468,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1698176,0
119,2016,NonResidential,Seattle,WA,98112,1923,67743,K-12 School,39.09999847,44.79999924,82.30000305,89.30000305,2646879.0,3036464.0,0.0,1337786,1309093
120,2016,NonResidential,Seattle,WA,98112,1908,194104,K-12 School,32.0,37.09999847,54.0,60.09999847,6219841.5,7204080.0,0.0,1887893,4331949
121,2016,NonResidential,Seattle,WA,98144,2003,99433,Office,76.90000153,78.19999695,241.5,245.60000609999997,4897760.0,4980737.5,0.0,4897760,0
122,2016,Specialty,Seattle,WA,98144,1991,58933,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2347138,0
125,2016,Specialty,Seattle,WA,98108,1957,130862,K-12 School,48.0,54.29999924,85.59999847,93.5,6456026.0,7300977.5,0.0,2262820,4193207
127,2016,Specialty,Seattle,WA,98118,1989,59955,K-12 School,27.20000076,29.20000076,78.69999695,83.0,1633399.375,1749171.25,0.0,1436416,196983
130,2016,Specialty,Seattle,WA,98119,1964,93218,K-12 School,31.0,34.5,65.90000153,70.80000305,2887392.0,3216155.0,0.0,1486758,1400634
131,2016,NonResidential,Seattle,WA,98115,1941,56521,Other,129.6999969,129.8999939,407.39999389999997,408.0,6357632.0,6367210.0,0.0,6357631,0
132,2016,NonResidential,Seattle,WA,98115,1929,206934,Other,35.70000076,36.79999924,72.59999847,72.90000153,4253577.5,4384625.5,0.0,2001103,2252474
136,2016,NonResidential,Seattle,WA,98133,2001,51390,Hotel,70.30000305,70.40000153,130.6999969,130.8999939,3611538.0,3616214.0,0.0,1398289,2213249
137,2016,Specialty,Seattle,WA,98133,1963,131013,K-12 School,29.5,32.5,59.09999847,62.90000153,3894584.5,4290831.5,0.0,1775488,2119097
138,2016,Specialty,Seattle,WA,98133,1959,245587,K-12 School,47.90000153,52.40000153,83.69999695,89.09999847,11765682.0,12870916.0,0.0,3926011,7839670
139,2016,NonResidential,Seattle,WA,98133,2002,69138,Hotel,45.90000153,47.09999847,101.5999985,104.6999969,3242458.0,3323400.5,0.0,1802889,1439568
140,2016,Specialty,Seattle,WA,98103,1991,66588,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2104286,0
144,2016,NonResidential,Seattle,WA,98104,1904,190980,Hotel,34.09999847,34.09999847,84.0,84.0,6505995.0,6505995.0,0.0,4402910,2103084
145,2016,Specialty,Seattle,WA,98111,1998,284100,Other - Entertainment/Public Assembly,77.19999695,78.40000153,192.5,192.0,14641502.0,14881950.0,4311136.0,9803021,527343
147,2016,NonResidential,Seattle,WA,98107,1954,285333,Hospital (General Medical & Surgical),225.0,157.3000031,479.5,251.8000031,68090728.0,47602720.0,0.0,35237205,32853512
148,2016,Specialty,Seattle,WA,98107,1991,55513,K-12 School,25.60000038,27.10000038,80.40000153,85.0,1513570.75,1598852.625,0.0,1513571,0
163,2016,Specialty,Seattle,WA,98104,2006,61156,Other,130.1000061,132.6999969,338.2999878,337.10000610000003,9363374.0,9550716.0,0.0,6947270,2416104
167,2016,NonResidential,Seattle,WA,98104,1910,72820,Museum,34.70000076,36.09999847,83.69999695,85.19999695,2010454.625,2095175.25,0.0,1311669,698785
168,2016,NonResidential,Seattle,WA,98109,1996,162222,Hotel,69.90000153,70.5,150.5,151.1999969,7946961.0,8016521.0,0.0,4197462,3749499
169,2016,Specialty,Seattle,WA,98144,1990,289588,K-12 School,30.5,33.0,78.5,82.30000305,8819852.0,9542598.0,0.0,6449764,2370086
170,2016,NonResidential,Seattle,WA,98122,1915,63330,College/University,47.20000076,50.70000076,111.1999969,116.0,3059758.0,3284214.5,0.0,1911064,1148694
172,2016,Specialty,Seattle,WA,98106,1970,441071,College/University,79.30000305,85.19999695,192.8000031,202.6000061,38301744.0,41151732.0,0.0,25314575,12987166
173,2016,NonResidential,Seattle,WA,98115,2002,96300,Office,167.8000031,167.3999939,476.5,471.1000061000001,16319835.0,16274449.0,0.0,13973696,2346137
174,2016,Specialty,Seattle,WA,98134,1950,67356,"Repair Services (Vehicle, Shoe, Locksmith, etc)",109.4000015,118.3000031,242.6999969,252.10000609999997,7475577.5,8086930.5,0.0,4182001,3293576
175,2016,Specialty,Seattle,WA,98122,2008,254523,K-12 School,53.29999924,58.20000076,120.3000031,126.3000031,13567774.0,14810159.0,0.0,7835065,5732708
176,2016,Specialty,Seattle,WA,98118,2001,78804,K-12 School,31.70000076,34.0,76.90000153,79.30000305,2499140.0,2677620.75,0.0,1645214,853926
177,2016,Specialty,Seattle,WA,98122,2002,66994,K-12 School,35.40000153,38.5,94.09999847,99.59999847,2371304.5,2579774.5,0.0,1824845,546459
178,2016,Specialty,Seattle,WA,98118,2000,98357,K-12 School,35.09999847,38.5,77.80000305,81.30000305,3456131.5,3783580.25,0.0,1927067,1529064
179,2016,NonResidential,Seattle,WA,98118,1958,54765,Office,83.80000305,88.69999695,234.89999390000003,243.5,4253369.5,4503671.5,0.0,3569337,684032
180,2016,NonResidential,Seattle,WA,98118,2009,89821,Other - Lodging/Residential,21.89999962,25.0,24.60000038,27.89999962,1950092.5,2220796.5,0.0,67462,1882631
182,2016,NonResidential,Seattle,WA,98119,1980,52611,College/University,78.30000305,83.40000153,180.6999969,186.1000061,4116871.5,4390158.0,0.0,2479273,1637598
183,2016,NonResidential,Seattle,WA,98119,2001,139600,Residence Hall/Dormitory,32.79999924,35.40000153,70.19999695,74.69999695,4448582.5,4800620.5,0.0,2316298,2132284
185,2016,Specialty,Seattle,WA,98125,2011,236758,K-12 School,35.0,38.90000153,78.69999695,84.40000153,8355988.5,9287467.0,0.0,4789948,3566039
187,2016,NonResidential,Seattle,WA,98122,1971,250981,Other,60.5,65.69999695,145.6000061,151.8000031,13071700.0,14196194.0,4336524.5,8155002,580172
189,2016,Specialty,Seattle,WA,98117,2002,62526,K-12 School,31.79999924,35.09999847,70.59999847,75.30000305,1986094.875,2192411.0,0.0,1114389,871706
338,2016,NonResidential,Seattle,WA,98101,2004,299070,Other,261.2999878,264.0,530.7000122,532.2999878,65336980.0,66000296.0,0.0,30651644,34685331
190,2016,NonResidential,Seattle,WA,98108,2007,64015,Office,60.0,62.5,165.8000031,168.3999939,3242077.75,3375016.25,0.0,2657382,584696
194,2016,NonResidential,Seattle,WA,98125,1951,530039,Retail Store,52.29999924,54.29999924,118.90000149999999,121.0,27717034.0,28763498.0,0.0,16224529,11492503
195,2016,NonResidential,Seattle,WA,98125,1964,54224,Other/Specialty Hospital,154.5,163.1000061,311.0,321.0,7265178.0,7668810.0,0.0,3344827,3920350
197,2016,NonResidential,Seattle,WA,98125,1965,124342,Retail Store,71.90000153,71.59999847,223.6999969,222.10000609999997,8765978.0,8729918.0,0.0,8653621,112356
198,2016,NonResidential,Seattle,WA,98105,1953,879000,Hospital (General Medical & Surgical),288.7999878,293.2000122,578.2000122000001,576.5999756,253832464.0,257764208.0,0.0,115641210,138191238
200,2016,NonResidential,Seattle,WA,98133,1996,55442,Financial Office,85.59999847,88.90000153,194.1000061,197.6000061,3191228.25,3313397.0,0.0,1859345,1331883
205,2016,Specialty,Seattle,WA,98117,1999,242795,K-12 School,37.70000076,40.0,107.3000031,112.3000031,9157150.0,9708318.0,0.0,7859464,1297685
209,2016,NonResidential,Seattle,WA,98122,1910,84870,Self-Storage Facility,16.20000076,18.89999962,28.79999924,31.70000076,1381590.125,1617801.25,0.0,482635,898955
211,2016,Specialty,Seattle,WA,98103,1970,694072,College/University,53.79999924,56.09999847,161.1999969,167.0,35891484.0,37410800.0,0.0,33450832,2440648
212,2016,Specialty,Seattle,WA,98118,1952,173185,K-12 School,35.40000153,40.59999847,58.90000153,64.90000153,6127771.5,7034167.5,0.0,1800727,4327044
214,2016,Specialty,Seattle,WA,98106,1963,145341,K-12 School,39.5,45.59999847,69.5,77.19999695,5499097.0,6337972.0,0.0,1864967,3634130
215,2016,NonResidential,Seattle,WA,98108,1904,114297,Non-Refrigerated Warehouse,18.39999962,21.10000038,36.0,39.70000076,2100097.75,2415462.5,0.0,912475,1187623
216,2016,Specialty,Seattle,WA,98118,1960,184125,K-12 School,47.79999924,54.70000076,84.19999695,92.30000305,8800292.0,10067991.0,0.0,2999862,5800430
217,2016,Specialty,Seattle,WA,98117,1959,160270,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4318917
220,2016,NonResidential,Seattle,WA,98134,1937,234144,Non-Refrigerated Warehouse,28.79999924,33.59999847,42.0,47.09999847,6744317.0,7874958.5,0.0,1316817,5427500
223,2016,NonResidential,Seattle,WA,98126,1966,64984,Retail Store,45.0,46.09999847,130.6999969,130.6999969,2944296.25,3016373.5,0.0,2613687,330609
224,2016,NonResidential,Seattle,WA,98126,1965,67745,Retail Store,136.1999969,141.5,223.89999390000003,227.3000031,9230223.0,9589728.0,0.0,2624102,6606121
225,2016,Specialty,Seattle,WA,98126,2010,367884,K-12 School,33.29999924,36.09999847,81.59999847,85.90000153,12265516.0,13279344.0,0.0,8205020,4060496
226,2016,Specialty,Seattle,WA,98126,1958,46797,K-12 School,44.40000153,50.90000153,82.19999695,91.5,2075891.0,2380144.5,0.0,797204,1278687
227,2016,Specialty,Seattle,WA,98144,1963,136188,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3217877
228,2016,NonResidential,Seattle,WA,98117,1973,56000,Other,33.09999847,37.29999924,66.19999695,70.69999695,1851260.5,2088978.125,0.0,844864,1006396
229,2016,Specialty,Seattle,WA,98118,2004,67371,K-12 School,31.60000038,33.59999847,78.0,80.09999847,2128459.0,2260359.75,0.0,1445339,683120
230,2016,NonResidential,Seattle,WA,98126,1969,52088,Self-Storage Facility,26.39999962,30.29999924,48.79999924,53.70000076,1377519.5,1576122.875,0.0,523765,853755
231,2016,Specialty,Seattle,WA,98103,2010,127776,K-12 School,37.20000076,39.09999847,100.0,103.5,4748137.0,4998584.5,0.0,3729930,1018207
232,2016,NonResidential,Seattle,WA,98109,1998,123920,Hotel,75.59999847,78.09999847,148.1999969,152.1999969,9373179.0,9676783.0,0.0,4079217,5293961
233,2016,Specialty,Seattle,WA,98109,1900,50000,Museum,175.6000061,184.6999969,368.89999389999997,373.7000122,7548807.0,7942537.5,0.0,3797924,3750882
234,2016,Specialty,Seattle,WA,98109,1926,50292,Non-Refrigerated Warehouse,8.0,8.0,25.10000038,25.10000038,430473.6875,430473.6875,0.0,430474,0
235,2016,NonResidential,Seattle,WA,98109,1998,207656,Hotel,78.90000153,83.0,164.5,171.3999939,11171988.0,11754087.0,0.0,5530787,5641200
237,2016,Specialty,Seattle,WA,98117,1999,67235,K-12 School,34.0,36.29999924,84.30000305,86.80000305,2284133.75,2443194.0,0.0,1564728,719406
238,2016,Specialty,Seattle,WA,98103,1957,91130,Office,100.5,106.0999985,262.7000122,272.2000122,9472358.0,10005492.0,0.0,7093984,2378373
239,2016,Specialty,Seattle,WA,98136,1991,58118,K-12 School,23.79999924,25.70000076,66.09999847,69.59999847,1407277.25,1519074.75,0.0,1158457,248820
241,2016,NonResidential,Seattle,WA,98133,1968,64893,Hotel,95.5,95.69999695,184.6999969,185.3999939,6197825.0,6211749.5,0.0,2620548,3577277
242,2016,Specialty,Seattle,WA,98115,1989,52792,K-12 School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
243,2016,Specialty,Seattle,WA,98108,1925,70762,K-12 School,51.0,58.5,68.0,76.5,3606416.0,4138032.75,0.0,491106,3115310
244,2016,NonResidential,Seattle,WA,98104,1900,44558,Office,37.59999847,38.59999847,101.3000031,103.6999969,1677002.25,1722053.0,0.0,1317637,359365
245,2016,NonResidential,Seattle,WA,98134,1999,1585960,Other - Entertainment/Public Assembly,37.70000076,39.20000076,104.6999969,106.3000031,59757440.0,62160304.0,0.0,49439914,10317518
247,2016,Specialty,Seattle,WA,98134,1924,179161,Distribution Center,52.20000076,56.29999924,156.3000031,167.6000061,9436408.0,10168523.0,0.0,8772104,664302
248,2016,Specialty,Seattle,WA,98134,1965,58640,Non-Refrigerated Warehouse,55.90000153,61.5,175.3999939,193.1999969,3928695.25,4327563.5,0.0,3928695,0
249,2016,NonResidential,Seattle,WA,98134,1999,1172127,Other - Entertainment/Public Assembly,50.09999847,49.0,125.09999850000001,121.40000149999999,58761304.0,57406988.0,0.0,40622381,18138920
250,2016,NonResidential,Seattle,WA,98134,2005,168449,Hotel,88.19999695,89.19999695,183.0,182.6999969,12726789.0,12871628.0,0.0,6232233,6494555
257,2016,NonResidential,Seattle,WA,98134,1916,79600,Non-Refrigerated Warehouse,30.29999924,30.29999924,95.09999847,95.09999847,2411402.25,2411402.25,0.0,2411402,0
260,2016,Specialty,Seattle,WA,98103,1997,241066,K-12 School,32.29999924,36.90000153,60.79999924,66.19999695,7791957.0,8886716.0,0.0,3096316,4695641
261,2016,Specialty,Seattle,WA,98108,1980,334368,Office,159.8999939,161.8999939,451.20001219999995,453.29998780000005,53466684.0,54136068.0,0.0,45321378,8145300
263,2016,NonResidential,Seattle,WA,98125,2008,419848,Parking,107.8000031,109.0,285.7000122,285.10000610000003,9134963.0,9238992.0,0.0,6995246,2139716
264,2016,NonResidential,Seattle,WA,98119,2002,110785,Multifamily Housing,95.30000305,98.09999847,291.39999389999997,299.0,10557910.0,10864032.0,0.0,10139555,418354
265,2016,Residential,Seattle,WA,98121,2003,116947,Multifamily Housing,79.90000153,83.09999847,175.3999939,178.8000031,10040121.0,10442680.0,0.0,5502627,4537494
267,2016,NonResidential,Seattle,WA,98101,1999,934292,Hotel,117.9000015,120.5,272.89999389999997,278.2000122,65047284.0,66502836.0,0.0,39364114,25683162
268,2016,NonResidential,Seattle,WA,98122,1990,597519,Hospital (General Medical & Surgical),238.39999390000003,244.8000031,454.3999938999999,459.20001219999995,143423024.0,147299056.0,0.0,58754927,84668094
273,2016,Specialty,Seattle,WA,98106,1999,71714,K-12 School,33.09999847,34.5,91.40000153,93.90000153,2371358.0,2470597.75,0.0,1944216,427142
274,2016,NonResidential,Seattle,WA,98103,1991,75397,Non-Refrigerated Warehouse,8.199999809,8.5,21.70000076,22.10000038,549181.375,571637.5,0.0,423381,125800
