RID,BuildingID,DataYear,BuildingType,City,State,ZipCode,YearBuilt,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEUIWN(kBtu/sf),SourceEUI(kBtu/sf),SourceEUIWN(kBtu/sf),SiteEnergyUse(kBtu),SiteEnergyUseWN(kBtu),SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu)
6440,49992,2016,Residential,Seattle,WA,98104,2014,619416,Multifamily Housing,53.40000153,55.20000076,114.3000031,116.4000015,23853556,24655422,0,12468729,11384827
6441,49994,2016,Residential,Seattle,WA,98121,2014,269065,Multifamily Housing,41.5,43.59999847,102.5,107.8000031,8052614.5,8459635,0,5466818,2585796
6442,49996,2016,Residential,Seattle,WA,98102,2013,83296,Multifamily Housing,37.20000076,38.90000153,91.69999695,96.19999695,1957505.75,2046159.25,0,1325461,632045
6443,49997,2016,Residential,Seattle,WA,98119,2014,112264,Multifamily Housing,28.89999962,29.39999962,90.69999695,92.40000153,2549649.75,2599724.75,0,2549649,0
6444,49998,2016,NonResidential,Seattle,WA,98144,2014,101580,Self-Storage Facility,10.69999981,10.69999981,32,32,940844.6875,940844.6875,0,868162,72683
6445,49999,2016,Residential,Seattle,WA,98109,2014,94909,Multifamily Housing,36.70000076,38.90000153,87,93.30000305,2483074.25,2635043.25,0,1572307,910767
6447,50001,2016,Residential,Seattle,WA,98122,2013,118800,Multifamily Housing,55.09999847,56,118.5,119.4000015,4423607,4496225.5,0,2328044,2095563
6448,50002,2016,NonResidential,Seattle,WA,98105,2014,33648,Parking,35.90000153,35.90000153,112.6999969,112.6999969,1399581.625,1399581.625,0,1399582,0
6452,50008,2016,Residential,Seattle,WA,98122,2012,158967,Multifamily Housing,55,55,137.1000061,137.1000061,5832666.5,5832666.5,0,4026715,1805951
6453,50009,2016,Residential,Seattle,WA,98105,2014,42905,Multifamily Housing,51.59999847,55.20000076,131.5,141.5,1649327.625,1762563.5,0,1181264,468063
6455,50013,2016,Residential,Seattle,WA,98144,2014,45892,Senior Care Community,41.5,43.59999847,113.4000015,119.4000015,1904641.75,2000258.625,0,1533384,371257
6460,50018,2016,Residential,Seattle,WA,98105,2014,82087,Multifamily Housing,21.29999924,22,66.80000305,69,1747090.375,1803577,0,1747090,0
6461,50019,2016,Residential,Seattle,WA,98109,2014,31990,Multifamily Housing,33.5,35.09999847,76.59999847,80.59999847,1072487.875,1122836.25,0,633880,438608
6464,50023,2016,Residential,Seattle,WA,98103,2014,182378,Multifamily Housing,23.29999924,23.70000076,51.79999924,52.20000076,4249212,4330775,0,2382875,1866337
6465,50024,2016,Residential,Seattle,WA,98125,2014,313595,Multifamily Housing,44.79999924,45.40000153,109.5999985,110.3000031,7338641.5,7447660,0,4914130,2424511
6467,50027,2016,Residential,Seattle,WA,98102,2014,62049,Multifamily Housing,35,34.79999924,107.5,107.4000015,1066276.75,1061854.75,0,1032362,33915
6468,50028,2016,Residential,Seattle,WA,98112,2014,43566,Multifamily Housing,26.70000076,27.89999962,83.80000305,87.80000305,1163324.75,1217590.75,0,1163324,0
6472,50033,2016,Residential,Seattle,WA,98117,2014,81993,Multifamily Housing,36.20000076,37.40000153,83.59999847,84.90000153,2530075.25,2615580,0,1528002,1002074
6475,50038,2016,NonResidential,Seattle,WA,98199,2014,25532,Office,26.70000076,28.5,83.90000153,89.59999847,627854.125,670291,0,627854,0
6481,50049,2016,Residential,Seattle,WA,98104,2000,44650,Multifamily Housing,28,29.20000076,87.80000305,91.80000305,1248599,1305528.375,0,1248599,0
6484,50055,2016,Residential,Seattle,WA,98105,2014,42393,Multifamily Housing,51.20000076,54.70000076,132.1000061,142.1000061,1625695.75,1736628.5,0,1189427,436269
6487,50057,2016,Residential,Seattle,WA,98121,2015,319481,Multifamily Housing,41.90000153,41.90000153,96.09999847,96.09999847,15404161,15404161,0,9164908,6239252
6488,50058,2016,Residential,Seattle,WA,98115,1981,48230,Multifamily Housing,29.89999962,31.60000038,94,99.40000153,783345.6875,828388.6875,0,783346,0
6489,50059,2016,Residential,Seattle,WA,98115,1981,53100,Multifamily Housing,30.20000076,32,94.80000305,100.5,966812.125,1024886.688,0,966812,0
6512,1,2017,NonResidential,Seattle,WA,98101,1927,88434,Hotel,83.19999695,82.30000305,184.3999939,181.6000061,7361655,7274452.5,2122835.75,3950356.023,1288462.988
6513,2,2017,NonResidential,Seattle,WA,98101,1996,103566,Hotel,88.19999695,86.80000305,163.8000031,159.8000031,7804844.5,7678810.5,0,3016757.332,4788086.719
6514,3,2017,Specialty,Seattle,WA,98101,1969,956110,Hotel,98.40000153,98.19999695,242.8999939,242.6000061,74470328,74311368,24313482,48712840.8,1444000.098
6516,8,2017,NonResidential,Seattle,WA,98121,1980,175580,Hotel,116.0999985,114.0999985,209.8999939,205.5,14335778,14081251,0,5198201.619,9137575.781
6517,9,2017,Specialty,Seattle,WA,98101,1999,97288,Police Stat,261.1000061,261,591.7000122,591.4000244,13250532,13249402,0,7711199.329,5539331.25
6518,10,2017,NonResidential,Seattle,WA,98101,1926,83008,Hotel,72.5,70.80000305,148.6000061,143.3000031,5901084,5763338.5,0,2821450.614,3079632.813
6519,11,2017,NonResidential,Seattle,WA,98101,1926,102761,Other - Ent,71.59999847,69.80000305,161.8000031,159.6999969,7356191.5,7176510,2886288.75,4048362.311,421539.9902
6520,12,2017,NonResidential,Seattle,WA,98104,1904,163984,Hotel,90.5,89.90000153,188.1999969,186.1000061,14847579,14735695,0,7306577.926,7541000
6521,13,2017,Residential,Seattle,WA,98104,1910,63712,Multifamily,89.80000305,89.5,189.5,189.1000061,5042044.5,5022714.5,1511604,2445026.192,1085413.965
6522,15,2017,NonResidential,Seattle,WA,98101,1969,153163,Hotel,120,119.1999969,227,225.8999939,16066496,15958532,5702268,6051790.189,4312437.5
6523,16,2017,NonResidential,Seattle,WA,98101,1998,333176,Hotel,88.40000153,87.09999847,217.1999969,213.1000061,27806852,27384446,6340211.5,18259237.82,3207400.195
6524,17,2017,NonResidential,Seattle,WA,98104,1928,65009,Hotel,73,73,88.5,88.5,4742757,4742757,1569480.875,253895.1035,2919380.859
6525,18,2017,NonResidential,Seattle,WA,98101,1980,353111,Hotel,75.40000153,0,176.6999969,0,22282796,0,0,13684145.02,7218978.906
6526,19,2017,NonResidential,Seattle,WA,98101,1922,92190,Hotel,172.1999969,171.3000031,310.7999878,309.7000122,11603445,11542387,5626128,3781231.713,2196084.18
6527,21,2017,Specialty,Seattle,WA,98154,2004,412000,Library,43.70000076,43.59999847,133.1999969,133.1000061,15986807,15965283,753683.625,15233121.37,0
6528,22,2017,NonResidential,Seattle,WA,98104,1930,103911,Fitness Cen,93.69999695,93.69999695,190.3999939,190.3999939,12175522,12177365,5704005,5305695.4,1165820.996
6529,23,2017,NonResidential,Seattle,WA,98104,1983,416281,Hotel,97.5,95.69999695,226.6999969,222.3000031,33959408,33326178,0,20715717.45,13243685.94
6530,24,2017,NonResidential,Seattle,WA,98104,1907,57452,Social/Meet,129.1000061,128.3000031,263.7999878,262.8999939,7418679,7371858,1574400.875,3408358.756,2435919.141
6531,25,2017,NonResidential,Seattle,WA,98104,1916,104352,Hotel,85.09999847,85.09999847,205.1000061,205.1000061,8884319,8884319,2744007.25,5575491.196,564820.0195
6532,26,2017,NonResidential,Seattle,WA,98104,1916,540360,Courthouse,91,89.59999847,192,190.5,48880476,48101932,0,24781750.09,24098721.88
6533,27,2017,NonResidential,Seattle,WA,98104,1985,385274,Other,124,123,210.1999969,209.1999969,47756124,47386200,0,14754917.63,33001203.13
6534,28,2017,Specialty,Seattle,WA,98118,1961,56228,K-12 School,28.60000038,27.79999924,61.59999847,60.90000153,1682550.25,1639540.625,0,891721.082,790829.0039
6535,29,2017,NonResidential,Seattle,WA,98105,2001,88592,Hotel,57,56,131.1999969,128.8000031,3863650,3791958.5,0,2313280.768,1550368.945
6536,30,2017,NonResidential,Seattle,WA,98121,1928,126593,College/Uni,97.30000305,97.40000153,181.5,181.6000061,12163565,12169801,0,4747347.616,7416217.188
6537,31,2017,NonResidential,Seattle,WA,98101,1930,67224,Automobile,0,0,0,0,0,0,0,0,0
6538,32,2017,NonResidential,Seattle,WA,98101,1991,158676,Hotel,45.70000076,45.70000076,56.79999924,56.79999924,5351128,5351723.5,0,495830.8271,4855297.266
6539,33,2017,NonResidential,Seattle,WA,98101,2001,171866,Hotel,89.80000305,88.19999695,186.6000061,183.3000031,11581091,11364507,0,5694083.36,5887006.641
6540,34,2017,Specialty,Seattle,WA,98112,1955,126351,K-12 School,27.39999962,27.39999962,41.5,41.5,3468018.75,3462376.5,0,767933.722,2700084.961
6541,35,2017,NonResidential,Seattle,WA,98121,1978,68410,Hotel,83.80000305,83,184.6999969,182.1000061,4376607,4332159,0,2416376.694,1960229.883
6542,36,2017,Specialty,Seattle,WA,98125,1949,160645,K-12 School,48,46.40000153,74.5,72.80000305,7890891.5,7620227.5,0,1891909.218,5998982.031
6543,37,2017,Specialty,Seattle,WA,98109,1989,51582,K-12 School,26.60000038,26.60000038,83.5,83.59999847,1467507,1468128.75,0,1467506.958,0
6544,38,2017,NonResidential,Seattle,WA,98070,1906,87262,Office,67.09999847,65.40000153,108.5,106.8000031,4523929,4410662.5,0,1227619.9,3296308.984
6545,40,2017,NonResidential,Seattle,WA,98105,1994,81871,Hotel,87.69999695,86.5,173.8999939,170.3999939,7177935,7085024.5,0,3207640.393,3970294.531
6546,41,2017,NonResidential,Seattle,WA,98105,1955,110356,Self-Storag,11.19999981,11.19999981,31.20000076,31.20000076,294099.1875,293061.5938,0,244299.2,49800
6548,46,2017,Specialty,Seattle,WA,98118,1961,714095,Non-Refrige,47,46.90000153,147.6000061,147.3999939,45259796,45199188,0,45259791.03,0
6549,50,2017,Specialty,Seattle,WA,98199,1990,54986,K-12 School,31.5,31.10000038,79.30000305,78.90000153,1733154,1712583.75,0,1215160.982,517993.0176
6550,51,2017,Specialty,Seattle,WA,98115,1950,175565,K-12 School,41.5,40.79999924,61.90000153,61.20000076,7584022,7469367,0,1602005.332,5982016.797
6551,52,2017,NonResidential,Seattle,WA,98107,1961,94900,Office,70.5,69.30000305,167.5,166.1000061,6693368.5,6573501.5,0,4242691.918,2450676.172
6552,53,2017,NonResidential,Seattle,WA,98144,1900,52554,Office,40.79999924,40.20000076,76.90000153,76.19999695,2404192.5,2366052.75,0,958357.442,1445834.961
6553,54,2017,NonResidential,Seattle,WA,98103,1954,175015,K-12 School,48.90000153,47.5,83.59999847,82.09999847,8565306,8315324,0,2699299.308,5866005.859
6554,55,2017,NonResidential,Seattle,WA,98121,1911,70586,Self-Storag,27.5,26.79999924,65.59999847,64.90000153,1938035.875,1889896,0,1239351.636,698683.9844
6555,56,2017,NonResidential,Seattle,WA,98101,1969,332210,Hotel,43.90000153,0,100.4000015,0,15316728,0,0,9046481.264,6270246.094
6556,57,2017,NonResidential,Seattle,WA,98101,1973,168115,Office,56.40000153,55.5,177.1999969,174.1000061,9567585,9402433,0,9567584.082,0
6557,58,2017,NonResidential,Seattle,WA,98101,1920,57428,Other - Mal,20.29999924,20.29999924,46.70000076,46.70000076,1164053.75,1164053.75,0,698961.848,465091.9922
6558,59,2017,NonResidential,Seattle,WA,98101,1910,59400,Office,67.69999695,67.69999695,212.5,212.5,3720013,3720013,0,3720012.756,0
6559,60,2017,NonResidential,Seattle,WA,98101,1926,52549,Other - Ent,307.6000061,304.5,510,506.3999939,16138114,15974657,0,4692127.808,11445985.94
6560,62,2017,NonResidential,Seattle,WA,98101,1930,98634,Hotel,55,54.09999847,157.6999969,154.8999939,4871794,4791904,0,4237212.246,634581.0059
6561,63,2017,Specialty,Seattle,WA,98101,1982,1083197,Hotel,86.40000153,85.90000153,192,191.3999939,85870096,85364488,12991603,47219596.06,25658890.63
6562,65,2017,NonResidential,Seattle,WA,98101,1985,71150,Hotel,94,94,215.8000031,215.8000031,5397353.5,5397353.5,0,3218277.303,2179075.977
6563,66,2017,NonResidential,Seattle,WA,98101,1908,122810,Hotel,52.5,51,78.19999695,76.59999847,6445936.5,6263231.5,0,1355423.184,5090513.281
6564,67,2017,NonResidential,SEATTLE,WA,98109,1959,113173,Hotel,78.19999695,76.5,173.1000061,167.8000031,5524202.5,5403693,0,3074728.492,2449473.828
6565,68,2017,NonResidential,Seattle,WA,98109,2000,150453,Hotel,63.90000153,63,135.3000031,132.6999969,7067429.5,6964738,0,3607881.641,3459547.266
6566,69,2017,NonResidential,Seattle,WA,98109,1997,116300,Hotel,66.90000153,66,146.8999939,144,5923139,5840688.5,0,3243737.86,2679400.977
6567,70,2017,NonResidential,Seattle,WA,98119,1998,155602,Hotel,45.29999924,44.40000153,107.8000031,105,7048202,6909994.5,0,4484683.326,2563517.969
6568,73,2017,NonResidential,Seattle,WA,98136,1911,56072,K-12 School,64.09999847,62.29999924,87.90000153,86,3595219.75,3495458,0,552098.8121,3043120.898
6569,77,2017,NonResidential,Seattle,WA,98109,1999,122942,Hotel,72.5,71.69999695,144,141.3000031,5659957.5,5595112.5,0,2532541.22,3127416.016
6570,82,2017,NonResidential,Seattle,WA,98122,1962,54984,Office,66.69999695,64.5,147.8000031,143.3999939,3667950,3544293.5,0,2045667.586,1622282.031
6571,84,2017,NonResidential,Seattle,WA,98126,1922,371257,Senior Care,161.8000031,161.8999939,251.3999939,251.5,47947440,47970628,0,11550837.23,36396600
6572,85,2017,NonResidential,Seattle,WA,98133,1970,93397,Senior Care,185.8000031,181.8000031,322.1000061,316.5,17354576,16977500,0,5676673.203,11677903.13
6573,86,2017,NonResidential,Seattle,WA,98109,2008,84103,Hotel,69.40000153,69.40000153,180.1999969,180.1999969,4397191.5,4397576.5,0,3255417.136,1141774.023
6575,89,2017,NonResidential,Seattle,WA,98122,1965,241014,Medical Off,82.80000305,82.19999695,200.6000061,198.6999969,14823875,14707000,0,9735270.234,5088603.906
6576,95,2017,NonResidential,Seattle,WA,98104,1908,76631,Hotel,98.69999695,98.09999847,172.5,170.5,7563180.5,7515292,0,2525522.096,5037658.203
6577,96,2017,NonResidential,Seattle,WA,98104,1983,99780,Medical Off,196.1999969,193.8999939,482.6000061,476.6000061,14841480,14668101,5212174,9629305.456,0
6578,98,2017,NonResidential,Seattle,WA,98109,1929,58320,Retail Stor,14.89999962,14.30000019,24.39999962,23.79999924,926844.625,890371.8125,0,262468.4465,664376.0254
6579,100,2017,NonResidential,Seattle,WA,98109,2010,316306,Office,57,57,155.8999939,155.8999939,16381541,16384160,0,13206806.22,3174733.008
6580,102,2017,NonResidential,Seattle,WA,98109,1990,282863,Hotel,81.30000305,80.5,178.1000061,177.3999939,19158784,18986238,0,10472824.36,8685958.594
6581,103,2017,Specialty,Seattle,WA,98109,1962,389000,Other,72.09999847,71.59999847,164.1999969,163.5,26547420,26365384,7990000,15044894.98,885523.9258
6582,104,2017,Specialty,Seattle,WA,98109,1962,91213,Other,91.80000305,91.59999847,227,226.8000031,5967398.5,5956533,1841070.125,3930967.759,0
6583,106,2017,Specialty,Seattle,WA,98109,1938,396085,Other,104.8000031,103.6999969,168.5,167.3000031,29197694,28870044,16949830,6674862.76,0
6584,107,2017,NonResidential,Seattle,WA,98109,2010,571329,Office,62.5,61.79999924,172.1000061,169.8999939,39074696,38648836,0,31822031.65,7252659.375
6585,110,2017,Specialty,Seattle,WA,98109,1962,52000,Other,54.70000076,54.40000153,117.9000015,117.5999985,2844245.75,2829869,1186200,1422455.656,0
6586,112,2017,Specialty,Seatle,WA,98109,1928,262048,Other,76.19999695,74.30000305,181.6000061,179.1999969,22553604,21981486,6062000,13994465.57,510475.9766
6587,113,2017,NonResidential,Seattle,WA,98109,1986,66240,Office,79.5,79.5,249.6000061,249.6000061,4422798.5,4422798.5,0,4422797.75,0
6588,114,2017,NonResidential,Seattle,WA,98109,2010,920598,Office,52.59999847,51.59999847,133.8000031,132.6000061,38695232,37935880,0,27659335.35,11035894.53
6589,115,2017,NonResidential,Seattle,WA,98033,1970,76213,Office,71.90000153,70.30000305,191.3000031,189.6000061,3664215.5,3580430.75,0,2823175.166,841039.9414
6590,116,2017,NonResidential,Seattle,WA,98109,2002,96910,Hotel,101.8000031,100.4000015,202.5,198.1999969,6104526.5,6022328.5,0,2745387.964,3359138.281
6591,117,2017,NonResidential,Seattle,WA,98105,1962,50017,Hotel,109.5999985,108.4000015,204.1000061,200.3000031,5480266,5419661.5,0,2131461.686,3348803.906
6592,118,2017,Specialty,Seattle,WA,98106,1999,74468,K-12 School,22.79999924,22.79999924,71.59999847,71.59999847,1717534.25,1718059.5,0,1717533.946,0
6593,119,2017,NonResidential,Seattle,WA,98112,1923,67743,K-12 School,51.70000076,50.09999847,103.3000031,101.5999985,3502572,3391377.5,0,1589835.688,1912736.133
6594,120,2017,NonResidential,Seattle,WA,98112,1908,194104,K-12 School,36.79999924,35.70000076,63.59999847,62.5,7351460,7148590.5,0,2390908.46,4960550.781
6595,121,2017,NonResidential,Seattle,WA,98144,2003,99433,Office,78.19999695,77.40000153,245.5,243,4979052,4927985.5,0,4979051.418,0
6596,122,2017,Specialty,Seattle,WA,98144,1991,60725,K-12 School,36.79999924,36.59999847,115.5,114.8000031,2233187,2220198.5,0,2233186.841,0
6597,125,2017,Specialty,Seattle,WA,98108,1957,130862,K-12 School,55.5,54.20000076,91.90000153,90.5,7730110,7548106,0,2241183.502,5488926.172
6598,127,2017,Specialty,Seattle,WA,98118,1989,59955,K-12 School,29.5,29.29999924,85.80000305,85.59999847,1767751.5,1758171.25,0,1572161.208,195589.978
6599,130,2017,Specialty,Seattle,WA,98119,1964,93218,K-12 School,32.90000153,31.89999962,66.80000305,65.80000305,3064196.5,2976964.75,0,1439460.744,1624735.84
6600,131,2017,NonResidential,Seattle,WA,98115,1941,56521,Other,117.0999985,117.0999985,367.7000122,367.7000122,5737653,5737653,0,5737652.467,0
6601,132,2017,NonResidential,Seattle,WA,98115,1929,228385,Other,28.20000076,27.60000038,48.79999924,47.79999924,3653232.75,3571587.5,0,1186793.614,2466439.063
6602,136,2017,NonResidential,Seattle,WA,98133,2001,51390,Hotel,69.5,69.09999847,131.1000061,129.6999969,3571819.75,3548590.5,0,1429972.612,2141847.07
6603,137,2017,Specialty,Seattle,WA,98133,1963,131013,K-12 School,32.70000076,31,63.29999924,61.29999924,4313222.5,4090444,0,1827258.002,2485964.258
6604,138,2017,Specialty,Seattle,WA,98133,1959,245587,K-12 School,50.59999847,48.5,84.19999695,81.69999695,12601269,12085780,0,3704373.427,8896895.313
6605,139,2017,NonResidential,Seattle,WA,98133,2002,69138,Hotel,47.79999924,47.20000076,104,102,3377110.5,3330187.25,0,1818606.663,1558503.418
6606,140,2017,Specialty,Seattle,WA,98103,1991,66588,K-12 School,33.5,33,105.1999969,103.5,2231671.25,2194265.75,0,2231671.06,0
6607,144,2017,NonResidential,Seattle,WA,98104,1904,190980,Hotel,32.59999847,32.59999847,81.59999847,81.59999847,6220623.5,6220623.5,0,4331480.688,1889141.992
6608,145,2017,Specialty,Seattle,WA,98111,1998,284100,Other - Ent,78.5,77.59999847,192.8000031,190.8000031,14894600,14728079,4690673.5,9676809.879,527115.9668
6609,147,2017,Specialty,Seattle,WA,98107,1954,285333,Hospital (G,229.1000061,0,465,0,69350008,0,0,32490882.6,36859118.75
6610,148,2017,Specialty,Seattle,WA,98107,1991,55513,K-12 School,26.20000076,26.20000076,82.30000305,82.30000305,1618890.625,1619592.75,0,1618890.254,0
6611,163,2017,Specialty,Seattle,WA,98104,2006,61156,Fire Statio,131.1000061,129.6000061,330.7999878,327.6000061,9434370,9327808,0,6652462.553,2781906.836
6612,167,2017,NonResidential,Seattle,WA,98104,1910,72820,Museum,40.09999847,39.5,90.09999847,88.59999847,2327732.5,2289895.5,0,1330494.366,997237.9883
6613,168,2017,NonResidential,Seattle,WA,98109,1996,162222,Hotel,70.40000153,69.69999695,150.6000061,148.5,8001963,7927950.5,0,4171709.949,3830252.734
6614,169,2017,Specialty,Seattle,WA,98144,1990,289588,K-12 School,29.70000076,28.89999962,76.09999847,75.19999695,8600206,8370211.5,0,6218969.233,2381235.742
6615,170,2017,NonResidential,SEATTLE,WA,98122,1915,64820,College/Uni,62.5,60.29999924,136.6000061,134.1999969,4054425.75,3908019,0,2200265.306,1854160.156
6616,172,2017,Specialty,Seattle,WA,98106,1970,529343,College/Uni,74.30000305,73.19999695,173,171.8000031,39335420,38726292,0,24057585.5,15277831.25
6617,173,2017,NonResidential,Seattle,WA,98115,2002,96300,Office,179.6999969,178.8000031,494.6000061,493.2999878,17476230,17382840,0,14234939.06,3241288.867
6618,174,2017,Specialty,Seattle,WA,98134,1950,67356,Repair Serv,103.4000015,99.90000153,176.1000061,172.5,7010479,6773748.5,0,2189532.007,4820946.875
6619,175,2017,Specialty,Seattle,WA,98122,2008,254523,K-12 School,54.29999924,53.09999847,118.0999985,116.9000015,14018362,13703880,0,7547851.535,6470509.375
6620,176,2017,Specialty,Seatt;e,WA,98118,2001,78804,K-12 School,35.40000153,34.59999847,82.19999695,81.40000153,2786048.75,2730437.5,0,1698710.582,1087337.988
6621,177,2017,Specialty,Seattle,WA,98122,2002,66994,K-12 School,38.40000153,37.5,99.19999695,98.30000305,2614529,2555028.5,0,1918441.996,696087.0117
6622,178,2017,Specialty,Seattle,WA,98118,2000,98357,K-12 School,38.59999847,37.59999847,82.09999847,81,3798545.75,3696395,0,1954754.632,1843790.82
6623,179,2017,NonResidential,Seattle,WA,98118,1958,54765,Office,93.19999695,91,255.1000061,250.1999969,4733395,4617186,0,3818572.641,914821.9727
6624,180,2017,NonResidential,Seattle,WA,98118,2009,89821,Other - Lod,28.39999962,27.5,31.79999924,30.70000076,2529056,2444487.25,0,83812.02813,2445243.945
6625,182,2017,NonResidential,Seattle,WA,98119,1980,52611,College/Uni,84.69999695,82.80000305,190.1000061,188.1000061,4456880.5,4356064,0,2545372.899,1911507.227
6626,183,2017,Residential,Seattle,WA,98119,2001,139600,Residence H,36.70000076,36.59999847,75.09999847,74.80000305,4968569.5,4956664.5,0,2376104.432,2592465.039
6627,185,2017,Specialty,Seattle,WA,98125,2011,236758,K-12 School,39,38.09999847,83.5,82.5,9442413,9214896,0,4927190.724,4515221.484
6628,187,2017,NonResidential,Seattle,WA,98122,1971,250981,Other,65.19999695,63.79999924,148.1999969,146.6000061,14068176,13786255,5569413,7833904.232,664856.9824
6629,189,2017,Specialty,Seattle,WA,98117,2002,62526,K-12 School,35.09999847,34.40000153,73.19999695,72.5,2191821.75,2148844.75,0,1088996.418,1102825
6630,190,2017,NonResidential,Seattle,WA,98108,2007,64015,Office,52.5,51.40000153,134.1000061,132.8999939,2836478,2774755,0,2041103.822,795374.0234
6631,194,2017,Specialty,Seattle,WA,98125,1951,530039,Retail Stor,57.90000153,56.59999847,123.5999985,120.6999969,30711020,30023472,0,15911817.64,14799200
6632,195,2017,NonResidential,Seattle,WA,98125,1964,54224,Other/Speci,133.3000031,133.3000031,281.7999878,281.7999878,6265807.5,6267917,0,3190494.666,3075312.5
6633,197,2017,NonResidential,Seattle,WA,98125,1965,124342,Retail Stor,70.90000153,70.59999847,219.8000031,219.1999969,8652292,8616892,0,8485606.468,166683.9966
6634,198,2017,Specialty,Seattle,WA,98105,1953,879000,Hospital (G,287.5,283.7999878,560.7999878,554.2000122,258019328,254681152,0,111167675.4,146851637.5
6635,200,2017,NonResidential,Seattle,WA,98133,1996,55442,Financial O,96.90000153,94.19999695,207.5,204.6000061,3613813.5,3511543,0,1886055.292,1727757.813
6636,205,2017,Specialty,Seattle,WA,98117,1999,242795,K-12 School,37.5,37.09999847,107,106.5999985,9096033,9005074,0,7858509.017,1237522.852
6637,209,2017,NonResidential,Seattle,WA,98122,1910,84870,Self-Storag,14.60000038,14.5,30.29999924,30.10000038,1251958.25,1238536.75,0,609647.9499,642310.0098
6638,211,2017,Specialty,SEATTLE,WA,98103,1970,694072,College/Uni,61.20000076,60.70000076,174.5,172.8999939,39987776,39619168,0,34458357.8,5529414.844
6639,212,2017,Specialty,Seattle,WA,98118,1952,173185,K-12 School,45.09999847,43.40000153,66.90000153,65.09999847,7807653,7512366.5,0,1622525.74,6185126.953
6640,214,2017,Specialty,Seattle,WA,98106,1963,145341,K-12 School,44.29999924,43.59999847,75.5,74.80000305,5725513.5,5629200.5,0,1793670.274,3931842.969
6641,215,2017,NonResidential,Seattle,WA,98108,1904,114297,Non-Refrige,19.39999962,18.79999924,38.40000153,37.40000153,2217277.5,2154016.75,0,983343.518,1233933.984
6642,216,2017,Specialty,Seattle,WA,98118,1960,184125,K-12 School,53.5,52.20000076,88.80000305,87.5,9800618,9570056,0,2866498.397,6934118.75
6643,217,2017,Specialty,Seattle,WA,98117,1959,160270,K-12 School,41.09999847,40.59999847,66.59999847,66.09999847,6524110,6438029.5,0,1778956.024,4745153.906
6644,220,2017,NonResidential,Seattle,WA,98134,1937,234144,Non-Refrige,32,31.20000076,45.70000076,44.79999924,7500874.5,7306024,0,1349674.284,6151200
6645,223,2017,NonResidential,Seattle,WA,98126,1966,64984,Retail Stor,47.29999924,46.09999847,132.6000061,130.5,3094629,3016587,0,2597620.428,497008.0078
6646,224,2017,NonResidential,Seattle,WA,98126,1965,67745,Retail Stor,138,137.8999939,225.8999939,225.6000061,9352816,9349917,0,2626481.257,6726334.375
6647,225,2017,Specialty,Seattle,WA,98126,2010,367884,K-12 School,34.90000153,34.5,80.90000153,80.5,12822132,12687513,0,7793294.608,5028837.109
6648,226,2017,Specialty,Seattle,WA,98126,1958,46797,K-12 School,53.90000153,53.40000153,93.59999847,93.09999847,2520889,2499488.75,0,828414.1409,1692475
6649,227,2017,Specialty,Seattle,WA,98144,1963,136188,K-12 School,39.29999924,38,65,63.70000076,5385384.5,5212222.5,0,1557543.56,3827841.016
6650,228,2017,NonResidential,Seattle,WA,98117,1973,56000,Other,35.40000153,34.29999924,66.19999695,65.09999847,1982074.375,1921330,0,778367.2981,1203707.031
6651,229,2017,Specialty,Seattle,WA,98118,2004,67371,K-12 School,34.5,33.90000153,81.09999847,80.40000153,2326197,2282365.25,0,1444794.66,881402.0508
6652,230,2017,NonResidential,Seattle,WA,98126,1969,52088,Self-Storag,27,26.60000038,50.90000153,50.20000076,1406600.25,1384492,0,563100.4329,843499.5117
6653,231,2017,Specialty,Seattle,WA,98103,2010,127776,K-12 School,34.90000153,34.79999924,94.69999695,94.59999847,4458362,4441778,0,3549735.616,908626.0742
6654,232,2017,NonResidential,Seattle,WA,98109,1998,123920,Hotel,73.19999695,73.19999695,144.3000031,144.3000031,9070980,9072679,0,3998611.939,5072367.578
6655,233,2017,Specialty,Seattle,WA,98109,1900,50000,Museum,181.6000061,180,375.5,370.3999939,7807559,7739639,0,3803265.129,4004292.969
6656,234,2017,Specialty,Seattle,WA,98109,1926,50292,Non-Refrige,6.5,0,20.29999924,0,348190.3125,0,0,348190.1751,0
6657,235,2017,NonResidential,Seattle,WA,98109,1998,207656,Hotel,84.19999695,82,176.8000031,171.3999939,11927346,11616172,0,5985445.555,5941899.609
6658,237,2017,Specialty,Seattle,WA,98117,1999,67235,K-12 School,37.70000076,37,88.90000153,88.09999847,2537124,2486469.75,0,1584473.73,952650
6659,238,2017,Specialty,Seattle,WA,98103,1957,91130,Office,100,99.19999695,256.8999939,254.8000031,9432721,9357136,0,6851100.663,2581620.117
6660,239,2017,Specialty,Seattle,WA,98136,1991,58118,K-12 School,24.60000038,24.20000076,67.19999695,66.80000305,1454677.375,1429926.25,0,1167533.194,287144.0186
6661,241,2017,NonResidential,Seattle,WA,98133,1968,64893,Hotel,112.9000015,111.0999985,213.5,207.8000031,7323443,7207118.5,0,2949068.37,4374374.219
